sample_id,method,Tumor,Macrophage_Microglia,T_cell,NK_cell,B_cell,Endothelial,Oligodendrocyte,Astrocyte
TCGA-DU-7294-01A,nnls,0.8831362803886343,0.009327227892520657,0.0,0.0,0.010108578906358133,0.010216258509279754,0.06002499533141821,0.02718665897178893
TCGA-DU-7298-01A,nnls,0.8041360782628483,0.04354561245762752,0.0,0.0,0.0,0.008643041851680553,0.10762797040838577,0.036047297019457816
TCGA-DU-7299-01A,nnls,0.8467580996103722,0.03784038088039236,0.0,0.0,0.0,0.0,0.07263029913845048,0.04277122037078487
TCGA-DU-7300-01A,nnls,0.9471044495100417,0.0,0.0,0.0,0.0,0.0,0.018375788662425476,0.03451976182753285
TCGA-DU-7301-01A,nnls,0.8904702942527857,0.04287389221300432,0.0,0.0,0.0,0.0,0.0541862632333772,0.012469550300832674
TCGA-DU-7302-01A,nnls,0.9459094310493876,0.0,0.0,0.0,0.0,0.0,0.004985226974789912,0.04910534197582245
TCGA-DU-7304-01A,nnls,0.9693009494407673,0.0029691139104792304,0.0,0.0,0.0,0.0,0.0005828928342854469,0.027147043814468034
TCGA-DU-7304-02A,nnls,0.7621419153686334,0.0,0.0,0.0,0.22508945635316974,0.007719480479493545,0.0,0.0050491477987032116
TCGA-DU-7306-01A,nnls,0.9548952165179141,0.015364097849224751,0.0,0.0,0.0,0.0,0.0024150499080412935,0.027325635724819865
TCGA-DU-7309-01A,nnls,0.8081219035358836,0.04650631606041458,0.0,0.0,0.0,0.053776186970017584,0.0,0.09159559343368419
TCGA-DU-8158-01A,nnls,0.9752949240652055,0.0,0.0,0.0,0.0,0.0,0.001608630398486434,0.023096445536308047
TCGA-DU-8161-01A,nnls,0.9373658974406416,0.009692478199165027,0.0,0.0,0.0,0.0,0.0,0.05294162436019335
TCGA-DU-8162-01A,nnls,0.7674871040864307,0.01372130408212575,0.0,0.0,0.0,0.0,0.14894526554926282,0.06984632628218067
TCGA-DU-8163-01A,nnls,0.8918426851499693,0.032693349078049536,0.0,0.0,0.0,0.0,0.05296588068437939,0.022498085087601656
TCGA-DU-8164-01A,nnls,0.887658757537752,0.016438230240668827,0.0,0.0,0.0,0.025459871919985166,0.01313457270598496,0.057308567595608956
TCGA-DU-8165-01A,nnls,0.9163704354507275,0.057809040665409234,0.0,0.0,0.0,0.0,0.0,0.025820523883863244
